"@timestamp per minute",Count
"January 9th 2019, 00:00:00.000",196
"January 9th 2019, 00:10:00.000",187
"January 9th 2019, 00:20:00.000",192
"January 9th 2019, 00:30:00.000",180
"January 9th 2019, 00:40:00.000",186
"January 9th 2019, 00:50:00.000",190
"January 9th 2019, 01:00:00.000",195
"January 9th 2019, 01:10:00.000","16,725"
"January 9th 2019, 01:20:00.000","8,060"
"January 9th 2019, 01:30:00.000",281
"January 9th 2019, 01:40:00.000",286
"January 9th 2019, 01:50:00.000",278
"January 9th 2019, 02:00:00.000",284
"January 9th 2019, 02:10:00.000",280
"January 9th 2019, 02:20:00.000",285
"January 9th 2019, 02:30:00.000",283
"January 9th 2019, 02:40:00.000",277
"January 9th 2019, 02:50:00.000",285
"January 9th 2019, 03:00:00.000",290
"January 9th 2019, 03:10:00.000",276
"January 9th 2019, 03:20:00.000",275
"January 9th 2019, 03:30:00.000",280
"January 9th 2019, 03:40:00.000",292
"January 9th 2019, 03:50:00.000",273
"January 9th 2019, 04:00:00.000",288
"January 9th 2019, 04:10:00.000",280
"January 9th 2019, 04:20:00.000",290
"January 9th 2019, 04:30:00.000",276
"January 9th 2019, 04:40:00.000",279
"January 9th 2019, 04:50:00.000",284
"January 9th 2019, 05:00:00.000",292
"January 9th 2019, 05:10:00.000",273
"January 9th 2019, 05:20:00.000",278
"January 9th 2019, 05:30:00.000",286
"January 9th 2019, 05:40:00.000",285
"January 9th 2019, 05:50:00.000",280
"January 9th 2019, 06:00:00.000",275
"January 9th 2019, 06:10:00.000",286
"January 9th 2019, 06:20:00.000",291
"January 9th 2019, 06:30:00.000",279
"January 9th 2019, 06:40:00.000",277
"January 9th 2019, 06:50:00.000",281
"January 9th 2019, 07:00:00.000",290
"January 9th 2019, 07:10:00.000",280
"January 9th 2019, 07:20:00.000",271
"January 9th 2019, 07:30:00.000",291
"January 9th 2019, 07:40:00.000",285
"January 9th 2019, 07:50:00.000",279
"January 9th 2019, 08:00:00.000",280
"January 9th 2019, 08:10:00.000",285
"January 9th 2019, 08:20:00.000",281
"January 9th 2019, 08:30:00.000",288
