@timestamp per minute,Count
"March 20th 2019, 00:00:00.000",77194
"March 20th 2019, 00:10:00.000",76547
"March 20th 2019, 00:20:00.000",76526
"March 20th 2019, 00:30:00.000",76577
"March 20th 2019, 00:40:00.000",77410
"March 20th 2019, 00:50:00.000",77252
"March 20th 2019, 01:00:00.000",76427
"March 20th 2019, 01:10:00.000",76758
"March 20th 2019, 01:20:00.000",76067
"March 20th 2019, 01:30:00.000",75143
"March 20th 2019, 01:40:00.000",76402
"March 20th 2019, 01:50:00.000",76092
"March 20th 2019, 02:00:00.000",75873
"March 20th 2019, 02:10:00.000",75903
"March 20th 2019, 02:20:00.000",76135
"March 20th 2019, 02:30:00.000",78108
"March 20th 2019, 02:40:00.000",78614
"March 20th 2019, 02:50:00.000",76085
"March 20th 2019, 03:00:00.000",75963
"March 20th 2019, 03:10:00.000",76658
"March 20th 2019, 03:20:00.000",76577
"March 20th 2019, 03:30:00.000",77109
"March 20th 2019, 03:40:00.000",77410
"March 20th 2019, 03:50:00.000",76538
"March 20th 2019, 04:00:00.000",75884
"March 20th 2019, 04:10:00.000",76723
"March 20th 2019, 04:20:00.000",76120
"March 20th 2019, 04:30:00.000",75609
"March 20th 2019, 04:40:00.000",76426
"March 20th 2019, 04:50:00.000",76569
"March 20th 2019, 05:00:00.000",75914
"March 20th 2019, 05:10:00.000",76281
"March 20th 2019, 05:20:00.000",77262
"March 20th 2019, 05:30:00.000",75322
"March 20th 2019, 05:40:00.000",76364
"March 20th 2019, 05:50:00.000",76580
"March 20th 2019, 06:00:00.000",77021
"March 20th 2019, 06:10:00.000",77863
"March 20th 2019, 06:20:00.000",77067
"March 20th 2019, 06:30:00.000",77132
"March 20th 2019, 06:40:00.000",77988
"March 20th 2019, 06:50:00.000",78273
"March 20th 2019, 07:00:00.000",80109
"March 20th 2019, 07:10:00.000",79637
"March 20th 2019, 07:20:00.000",82442
"March 20th 2019, 07:30:00.000",80676
"March 20th 2019, 07:40:00.000",86548
"March 20th 2019, 07:50:00.000",96089
"March 20th 2019, 08:00:00.000",102143
"March 20th 2019, 08:10:00.000",115766
"March 20th 2019, 08:20:00.000",119881
"March 20th 2019, 08:30:00.000",120535
"March 20th 2019, 08:40:00.000",127430
"March 20th 2019, 08:50:00.000",124218
"March 20th 2019, 09:00:00.000",110463
"March 20th 2019, 09:10:00.000",109618
"March 20th 2019, 09:20:00.000",113727
"March 20th 2019, 09:30:00.000",114688
"March 20th 2019, 09:40:00.000",113376
"March 20th 2019, 09:50:00.000",115424
"March 20th 2019, 10:00:00.000",115546
"March 20th 2019, 10:10:00.000",117584
"March 20th 2019, 10:20:00.000",121101
"March 20th 2019, 10:30:00.000",122779
"March 20th 2019, 10:40:00.000",122416
"March 20th 2019, 10:50:00.000",124948
"March 20th 2019, 11:00:00.000",118326
"March 20th 2019, 11:10:00.000",114869
"March 20th 2019, 11:20:00.000",120174
"March 20th 2019, 11:30:00.000",120534
"March 20th 2019, 11:40:00.000",119601
"March 20th 2019, 11:50:00.000",108187
"March 20th 2019, 12:00:00.000",99781
"March 20th 2019, 12:10:00.000",105760
"March 20th 2019, 12:20:00.000",102482
"March 20th 2019, 12:30:00.000",100516
"March 20th 2019, 12:40:00.000",102066
"March 20th 2019, 12:50:00.000",97484
"March 20th 2019, 13:00:00.000",93284
"March 20th 2019, 13:10:00.000",94527
"March 20th 2019, 13:20:00.000",102137
"March 20th 2019, 13:30:00.000",107554
"March 20th 2019, 13:40:00.000",121760
"March 20th 2019, 13:50:00.000",125551
"March 20th 2019, 14:00:00.000",131322
"March 20th 2019, 14:10:00.000",149547
"March 20th 2019, 14:20:00.000",116419
"March 20th 2019, 14:30:00.000",115809
"March 20th 2019, 14:40:00.000",116152
"March 20th 2019, 14:50:00.000",114956
"March 20th 2019, 15:00:00.000",111676
"March 20th 2019, 15:10:00.000",118793
"March 20th 2019, 15:20:00.000",114774
"March 20th 2019, 15:30:00.000",115321
"March 20th 2019, 15:40:00.000",118293
"March 20th 2019, 15:50:00.000",113085
"March 20th 2019, 16:00:00.000",111663
"March 20th 2019, 16:10:00.000",122768
"March 20th 2019, 16:20:00.000",135275
"March 20th 2019, 16:30:00.000",126708
"March 20th 2019, 16:40:00.000",120481
"March 20th 2019, 16:50:00.000",120647
"March 20th 2019, 17:00:00.000",112434
"March 20th 2019, 17:10:00.000",119259
"March 20th 2019, 17:20:00.000",113135
"March 20th 2019, 17:30:00.000",110175
"March 20th 2019, 17:40:00.000",107849
"March 20th 2019, 17:50:00.000",103352
"March 20th 2019, 18:00:00.000",95636
"March 20th 2019, 18:10:00.000",90207
"March 20th 2019, 18:20:00.000",94344
"March 20th 2019, 18:30:00.000",84966
"March 20th 2019, 18:40:00.000",83418
"March 20th 2019, 18:50:00.000",81615
"March 20th 2019, 19:00:00.000",81831
"March 20th 2019, 19:10:00.000",78203
"March 20th 2019, 19:20:00.000",79101
"March 20th 2019, 19:30:00.000",78451
"March 20th 2019, 19:40:00.000",78287
"March 20th 2019, 19:50:00.000",79779
"March 20th 2019, 20:00:00.000",77979
"March 20th 2019, 20:10:00.000",78163
"March 20th 2019, 20:20:00.000",77718
"March 20th 2019, 20:30:00.000",78130
"March 20th 2019, 20:40:00.000",78727
"March 20th 2019, 20:50:00.000",78473
"March 20th 2019, 21:00:00.000",77444
"March 20th 2019, 21:10:00.000",78776
"March 20th 2019, 21:20:00.000",78868
"March 20th 2019, 21:30:00.000",78407
"March 20th 2019, 21:40:00.000",78039
"March 20th 2019, 21:50:00.000",78711
"March 20th 2019, 22:00:00.000",78886
"March 20th 2019, 22:10:00.000",77420
"March 20th 2019, 22:20:00.000",78310
"March 20th 2019, 22:30:00.000",79884
"March 20th 2019, 22:40:00.000",76788
"March 20th 2019, 22:50:00.000",75748
"March 20th 2019, 23:00:00.000",83534
"March 20th 2019, 23:10:00.000",98756
"March 20th 2019, 23:20:00.000",76623
"March 20th 2019, 23:30:00.000",85159
"March 20th 2019, 23:40:00.000",80488
"March 20th 2019, 23:50:00.000",79543
"March 21st 2019, 00:00:00.000",80626
"March 21st 2019, 00:10:00.000",78906
"March 21st 2019, 00:20:00.000",78978
"March 21st 2019, 00:30:00.000",79136
"March 21st 2019, 00:40:00.000",78901
"March 21st 2019, 00:50:00.000",82390
"March 21st 2019, 01:00:00.000",84043
"March 21st 2019, 01:10:00.000",80014
"March 21st 2019, 01:20:00.000",82255
