@timestamp per minute,Count
"March 26th 2019, 00:00:00.000",76133
"March 26th 2019, 00:10:00.000",76231
"March 26th 2019, 00:20:00.000",76281
"March 26th 2019, 00:30:00.000",75977
"March 26th 2019, 00:40:00.000",76075
"March 26th 2019, 00:50:00.000",75654
"March 26th 2019, 01:00:00.000",76639
"March 26th 2019, 01:10:00.000",76210
"March 26th 2019, 01:20:00.000",76760
"March 26th 2019, 01:30:00.000",76578
"March 26th 2019, 01:40:00.000",77073
"March 26th 2019, 01:50:00.000",77257
"March 26th 2019, 02:00:00.000",77798
"March 26th 2019, 02:10:00.000",76333
"March 26th 2019, 02:20:00.000",76541
"March 26th 2019, 02:30:00.000",75615
"March 26th 2019, 02:40:00.000",77207
"March 26th 2019, 02:50:00.000",75121
"March 26th 2019, 03:00:00.000",75458
"March 26th 2019, 03:10:00.000",75787
"March 26th 2019, 03:20:00.000",76815
"March 26th 2019, 03:30:00.000",76671
"March 26th 2019, 03:40:00.000",76515
"March 26th 2019, 03:50:00.000",76371
"March 26th 2019, 04:00:00.000",76834
"March 26th 2019, 04:10:00.000",76527
"March 26th 2019, 04:20:00.000",76878
"March 26th 2019, 04:30:00.000",77012
"March 26th 2019, 04:40:00.000",76698
"March 26th 2019, 04:50:00.000",76202
"March 26th 2019, 05:00:00.000",76220
"March 26th 2019, 05:10:00.000",76293
"March 26th 2019, 05:20:00.000",75183
"March 26th 2019, 05:30:00.000",76598
"March 26th 2019, 05:40:00.000",77724
"March 26th 2019, 05:50:00.000",76074
"March 26th 2019, 06:00:00.000",77503
"March 26th 2019, 06:10:00.000",78524
"March 26th 2019, 06:20:00.000",77238
"March 26th 2019, 06:30:00.000",79170
"March 26th 2019, 06:40:00.000",80262
"March 26th 2019, 06:50:00.000",78089
"March 26th 2019, 07:00:00.000",79461
"March 26th 2019, 07:10:00.000",82057
"March 26th 2019, 07:20:00.000",81873
"March 26th 2019, 07:30:00.000",82159
"March 26th 2019, 07:40:00.000",88104
"March 26th 2019, 07:50:00.000",91419
"March 26th 2019, 08:00:00.000",98167
"March 26th 2019, 08:10:00.000",112468
"March 26th 2019, 08:20:00.000",117973
"March 26th 2019, 08:30:00.000",128716
"March 26th 2019, 08:40:00.000",120651
"March 26th 2019, 08:50:00.000",121658
"March 26th 2019, 09:00:00.000",127676
"March 26th 2019, 09:10:00.000",123646
"March 26th 2019, 09:20:00.000",125920
"March 26th 2019, 09:30:00.000",127840
"March 26th 2019, 09:40:00.000",122782
"March 26th 2019, 09:50:00.000",112626
"March 26th 2019, 10:00:00.000",111683
"March 26th 2019, 10:10:00.000",120966
"March 26th 2019, 10:20:00.000",100659
"March 26th 2019, 10:30:00.000",119974
"March 26th 2019, 10:40:00.000",126831
"March 26th 2019, 10:50:00.000",118853
"March 26th 2019, 11:00:00.000",122126
"March 26th 2019, 11:10:00.000",121810
"March 26th 2019, 11:20:00.000",124612
"March 26th 2019, 11:30:00.000",117799
"March 26th 2019, 11:40:00.000",110161
"March 26th 2019, 11:50:00.000",103416
"March 26th 2019, 12:00:00.000",105582
"March 26th 2019, 12:10:00.000",101921
"March 26th 2019, 12:20:00.000",100218
"March 26th 2019, 12:30:00.000",101036
"March 26th 2019, 12:40:00.000",100539
"March 26th 2019, 12:50:00.000",97868
"March 26th 2019, 13:00:00.000",97700
"March 26th 2019, 13:10:00.000",99768
"March 26th 2019, 13:20:00.000",107047
"March 26th 2019, 13:30:00.000",121551
"March 26th 2019, 13:40:00.000",121433
"March 26th 2019, 13:50:00.000",120774
"March 26th 2019, 14:00:00.000",118449
"March 26th 2019, 14:10:00.000",121256
"March 26th 2019, 14:20:00.000",124353
"March 26th 2019, 14:30:00.000",127617
"March 26th 2019, 14:40:00.000",123187
"March 26th 2019, 14:50:00.000",119472
"March 26th 2019, 15:00:00.000",119532
"March 26th 2019, 15:10:00.000",114379
"March 26th 2019, 15:20:00.000",123923
"March 26th 2019, 15:30:00.000",121885
"March 26th 2019, 15:40:00.000",118193
"March 26th 2019, 15:50:00.000",118266
"March 26th 2019, 16:00:00.000",118650
"March 26th 2019, 16:10:00.000",140079
"March 26th 2019, 16:20:00.000",122973
"March 26th 2019, 16:30:00.000",121506
"March 26th 2019, 16:40:00.000",122833
"March 26th 2019, 16:50:00.000",115227
"March 26th 2019, 17:00:00.000",110962
"March 26th 2019, 17:10:00.000",107311
"March 26th 2019, 17:20:00.000",104876
"March 26th 2019, 17:30:00.000",108120
"March 26th 2019, 17:40:00.000",103837
"March 26th 2019, 17:50:00.000",99646
"March 26th 2019, 18:00:00.000",95413
"March 26th 2019, 18:10:00.000",90612
"March 26th 2019, 18:20:00.000",86445
"March 26th 2019, 18:30:00.000",84570
"March 26th 2019, 18:40:00.000",83350
"March 26th 2019, 18:50:00.000",82246
"March 26th 2019, 19:00:00.000",80545
"March 26th 2019, 19:10:00.000",79389
"March 26th 2019, 19:20:00.000",79132
"March 26th 2019, 19:30:00.000",79169
"March 26th 2019, 19:40:00.000",78915
"March 26th 2019, 19:50:00.000",77672
"March 26th 2019, 20:00:00.000",77678
"March 26th 2019, 20:10:00.000",77788
"March 26th 2019, 20:20:00.000",77027
"March 26th 2019, 20:30:00.000",77547
"March 26th 2019, 20:40:00.000",76166
"March 26th 2019, 20:50:00.000",74641
"March 26th 2019, 21:00:00.000",75937
"March 26th 2019, 21:10:00.000",73760
"March 26th 2019, 21:20:00.000",74782
"March 26th 2019, 21:30:00.000",75728
"March 26th 2019, 21:40:00.000",76326
"March 26th 2019, 21:50:00.000",74472
"March 26th 2019, 22:00:00.000",75256
"March 26th 2019, 22:10:00.000",75501
"March 26th 2019, 22:20:00.000",76152
"March 26th 2019, 22:30:00.000",75817
"March 26th 2019, 22:40:00.000",75634
"March 26th 2019, 22:50:00.000",74791
"March 26th 2019, 23:00:00.000",74693
"March 26th 2019, 23:10:00.000",75746
"March 26th 2019, 23:20:00.000",75997
"March 26th 2019, 23:30:00.000",76270
"March 26th 2019, 23:40:00.000",73781
"March 26th 2019, 23:50:00.000",75082
"March 27th 2019, 00:00:00.000",75012
"March 27th 2019, 00:10:00.000",75219
"March 27th 2019, 00:20:00.000",74792
"March 27th 2019, 00:30:00.000",75055
"March 27th 2019, 00:40:00.000",75605
"March 27th 2019, 00:50:00.000",76032
"March 27th 2019, 01:00:00.000",78494
"March 27th 2019, 01:10:00.000",75803
"March 27th 2019, 01:20:00.000",76525
"March 27th 2019, 01:30:00.000",76571
"March 27th 2019, 01:40:00.000",76737
"March 27th 2019, 01:50:00.000",76554
"March 27th 2019, 02:00:00.000",77115
"March 27th 2019, 02:10:00.000",76849
"March 27th 2019, 02:20:00.000",75853
"March 27th 2019, 02:30:00.000",75868
"March 27th 2019, 02:40:00.000",77131
"March 27th 2019, 02:50:00.000",75988
"March 27th 2019, 03:00:00.000",76516
"March 27th 2019, 03:10:00.000",76055
"March 27th 2019, 03:20:00.000",76408
"March 27th 2019, 03:30:00.000",75934
"March 27th 2019, 03:40:00.000",77393
"March 27th 2019, 03:50:00.000",77378
"March 27th 2019, 04:00:00.000",76326
"March 27th 2019, 04:10:00.000",77099
"March 27th 2019, 04:20:00.000",75306
"March 27th 2019, 04:30:00.000",75074
"March 27th 2019, 04:40:00.000",75587
"March 27th 2019, 04:50:00.000",75344
"March 27th 2019, 05:00:00.000",75502
"March 27th 2019, 05:10:00.000",75404
"March 27th 2019, 05:20:00.000",74777
"March 27th 2019, 05:30:00.000",76797
"March 27th 2019, 05:40:00.000",77927
"March 27th 2019, 05:50:00.000",77619
"March 27th 2019, 06:00:00.000",77912
"March 27th 2019, 06:10:00.000",78809
"March 27th 2019, 06:20:00.000",77682
"March 27th 2019, 06:30:00.000",76524
"March 27th 2019, 06:40:00.000",77523
"March 27th 2019, 06:50:00.000",79439
"March 27th 2019, 07:00:00.000",79723
"March 27th 2019, 07:10:00.000",81957
"March 27th 2019, 07:20:00.000",80868
