"@timestamp per minute",Count
"March 4th 2019, 00:00:00.000","101,595"
"March 4th 2019, 00:10:00.000","99,951"
"March 4th 2019, 00:20:00.000","100,547"
"March 4th 2019, 00:30:00.000","99,724"
"March 4th 2019, 00:40:00.000","99,207"
"March 4th 2019, 00:50:00.000","98,719"
"March 4th 2019, 01:00:00.000","99,832"
"March 4th 2019, 01:10:00.000","100,055"
"March 4th 2019, 01:20:00.000","99,532"
"March 4th 2019, 01:30:00.000","98,806"
"March 4th 2019, 01:40:00.000","98,542"
"March 4th 2019, 01:50:00.000","98,243"
"March 4th 2019, 02:00:00.000","96,262"
"March 4th 2019, 02:10:00.000","95,384"
"March 4th 2019, 02:20:00.000","95,012"
"March 4th 2019, 02:30:00.000","95,939"
"March 4th 2019, 02:40:00.000","95,944"
"March 4th 2019, 02:50:00.000","94,991"
"March 4th 2019, 03:00:00.000","95,897"
"March 4th 2019, 03:10:00.000","95,436"
"March 4th 2019, 03:20:00.000","95,839"
"March 4th 2019, 03:30:00.000","94,817"
"March 4th 2019, 03:40:00.000","95,008"
"March 4th 2019, 03:50:00.000","94,903"
"March 4th 2019, 04:00:00.000","95,400"
"March 4th 2019, 04:10:00.000","95,281"
"March 4th 2019, 04:20:00.000","95,764"
"March 4th 2019, 04:30:00.000","95,328"
"March 4th 2019, 04:40:00.000","94,826"
"March 4th 2019, 04:50:00.000","95,764"
"March 4th 2019, 05:00:00.000","95,242"
"March 4th 2019, 05:10:00.000","94,610"
"March 4th 2019, 05:20:00.000","94,860"
"March 4th 2019, 05:30:00.000","97,455"
"March 4th 2019, 05:40:00.000","97,319"
"March 4th 2019, 05:50:00.000","97,228"
"March 4th 2019, 06:00:00.000","99,595"
"March 4th 2019, 06:10:00.000","99,150"
"March 4th 2019, 06:20:00.000","100,897"
"March 4th 2019, 06:30:00.000","101,451"
"March 4th 2019, 06:40:00.000","102,466"
"March 4th 2019, 06:50:00.000","102,545"
"March 4th 2019, 07:00:00.000","105,768"
"March 4th 2019, 07:10:00.000","104,713"
"March 4th 2019, 07:20:00.000","108,321"
"March 4th 2019, 07:30:00.000","114,182"
"March 4th 2019, 07:40:00.000","118,040"
"March 4th 2019, 07:50:00.000","121,242"
"March 4th 2019, 08:00:00.000","130,276"
"March 4th 2019, 08:10:00.000","143,063"
"March 4th 2019, 08:20:00.000","149,899"
"March 4th 2019, 08:30:00.000","141,372"
"March 4th 2019, 08:40:00.000","137,245"
"March 4th 2019, 08:50:00.000","139,502"
"March 4th 2019, 09:00:00.000","138,288"
"March 4th 2019, 09:10:00.000","139,390"
"March 4th 2019, 09:20:00.000","140,484"
"March 4th 2019, 09:30:00.000","141,386"
"March 4th 2019, 09:40:00.000","139,906"
"March 4th 2019, 09:50:00.000","139,140"
"March 4th 2019, 10:00:00.000","139,034"
"March 4th 2019, 10:10:00.000","139,693"
"March 4th 2019, 10:20:00.000","141,346"
"March 4th 2019, 10:30:00.000","143,897"
"March 4th 2019, 10:40:00.000","142,109"
"March 4th 2019, 10:50:00.000","139,738"
"March 4th 2019, 11:00:00.000","140,782"
"March 4th 2019, 11:10:00.000","142,475"
"March 4th 2019, 11:20:00.000","142,472"
"March 4th 2019, 11:30:00.000","140,834"
"March 4th 2019, 11:40:00.000","139,206"
"March 4th 2019, 11:50:00.000","135,127"
"March 4th 2019, 12:00:00.000","126,465"
"March 4th 2019, 12:10:00.000","125,086"
"March 4th 2019, 12:20:00.000","121,443"
"March 4th 2019, 12:30:00.000","117,551"
"March 4th 2019, 12:40:00.000","119,443"
"March 4th 2019, 12:50:00.000","133,534"
"March 4th 2019, 13:00:00.000","118,089"
"March 4th 2019, 13:10:00.000","122,232"
"March 4th 2019, 13:20:00.000","128,396"
"March 4th 2019, 13:30:00.000","132,064"
"March 4th 2019, 13:40:00.000","144,539"
"March 4th 2019, 13:50:00.000","142,705"
"March 4th 2019, 14:00:00.000","144,460"
"March 4th 2019, 14:10:00.000","136,226"
"March 4th 2019, 14:20:00.000","139,097"
"March 4th 2019, 14:30:00.000","155,149"
"March 4th 2019, 14:40:00.000","145,975"
