@timestamp per minute,Count
"February 26th 2019, 00:00:00.000",51074
"February 26th 2019, 00:10:00.000",51335
"February 26th 2019, 00:20:00.000",49533
"February 26th 2019, 00:30:00.000",49796
"February 26th 2019, 00:40:00.000",51245
"February 26th 2019, 00:50:00.000",50313
"February 26th 2019, 01:00:00.000",47545
"February 26th 2019, 01:10:00.000",50712
"February 26th 2019, 01:20:00.000",48197
"February 26th 2019, 01:30:00.000",48933
"February 26th 2019, 01:40:00.000",48873
"February 26th 2019, 01:50:00.000",49610
"February 26th 2019, 02:00:00.000",46827
"February 26th 2019, 02:10:00.000",49064
"February 26th 2019, 02:20:00.000",46021
"February 26th 2019, 02:30:00.000",47402
"February 26th 2019, 02:40:00.000",48151
"February 26th 2019, 02:50:00.000",47536
"February 26th 2019, 03:00:00.000",46892
"February 26th 2019, 03:10:00.000",47485
"February 26th 2019, 03:20:00.000",48988
"February 26th 2019, 03:30:00.000",48001
"February 26th 2019, 03:40:00.000",47526
"February 26th 2019, 03:50:00.000",47864
"February 26th 2019, 04:00:00.000",46490
"February 26th 2019, 04:10:00.000",48803
"February 26th 2019, 04:20:00.000",47416
"February 26th 2019, 04:30:00.000",46056
"February 26th 2019, 04:40:00.000",47804
"February 26th 2019, 04:50:00.000",47299
"February 26th 2019, 05:00:00.000",49692
"February 26th 2019, 05:10:00.000",47804
"February 26th 2019, 05:20:00.000",46628
"February 26th 2019, 05:30:00.000",50270
"February 26th 2019, 05:40:00.000",49850
"February 26th 2019, 05:50:00.000",48537
"February 26th 2019, 06:00:00.000",49889
"February 26th 2019, 06:10:00.000",52580
"February 26th 2019, 06:20:00.000",51006
"February 26th 2019, 06:30:00.000",53518
"February 26th 2019, 06:40:00.000",58535
"February 26th 2019, 06:50:00.000",66857
"February 26th 2019, 07:00:00.000",74557
"February 26th 2019, 07:10:00.000",61010
"February 26th 2019, 07:20:00.000",63373
"February 26th 2019, 07:30:00.000",70300
"February 26th 2019, 07:40:00.000",74514
"February 26th 2019, 07:50:00.000",75557
"February 26th 2019, 08:00:00.000",90428
"February 26th 2019, 08:10:00.000",96267
"February 26th 2019, 08:20:00.000",100761
"February 26th 2019, 08:30:00.000",106680
"February 26th 2019, 08:40:00.000",96944
"February 26th 2019, 08:50:00.000",98850
"February 26th 2019, 09:00:00.000",112141
"February 26th 2019, 09:10:00.000",100178
"February 26th 2019, 09:20:00.000",96222
"February 26th 2019, 09:30:00.000",107004
"February 26th 2019, 09:40:00.000",106212
"February 26th 2019, 09:50:00.000",105434
"February 26th 2019, 10:00:00.000",103826
"February 26th 2019, 10:10:00.000",105167
"February 26th 2019, 10:20:00.000",99584
"February 26th 2019, 10:30:00.000",101302
"February 26th 2019, 10:40:00.000",89049
"February 26th 2019, 10:50:00.000",92139
"February 26th 2019, 11:00:00.000",89161
"February 26th 2019, 11:10:00.000",88783
"February 26th 2019, 11:20:00.000",86588
"February 26th 2019, 11:30:00.000",86555
"February 26th 2019, 11:40:00.000",88576
"February 26th 2019, 11:50:00.000",83013
"February 26th 2019, 12:00:00.000",83651
"February 26th 2019, 12:10:00.000",80304
"February 26th 2019, 12:20:00.000",77299
"February 26th 2019, 12:30:00.000",72250
"February 26th 2019, 12:40:00.000",71752
"February 26th 2019, 12:50:00.000",70827
"February 26th 2019, 13:00:00.000",72994
"February 26th 2019, 13:10:00.000",74767
"February 26th 2019, 13:20:00.000",80684
"February 26th 2019, 13:30:00.000",89979
"February 26th 2019, 13:40:00.000",100341
"February 26th 2019, 13:50:00.000",97830
"February 26th 2019, 14:00:00.000",86082
"February 26th 2019, 14:10:00.000",85492
"February 26th 2019, 14:20:00.000",89848
"February 26th 2019, 14:30:00.000",85440
"February 26th 2019, 14:40:00.000",85108
"February 26th 2019, 14:50:00.000",85927
"February 26th 2019, 15:00:00.000",86597
"February 26th 2019, 15:10:00.000",87771
"February 26th 2019, 15:20:00.000",84401
"February 26th 2019, 15:30:00.000",86494
"February 26th 2019, 15:40:00.000",88573
"February 26th 2019, 15:50:00.000",90252
"February 26th 2019, 16:00:00.000",89065
"February 26th 2019, 16:10:00.000",86601
"February 26th 2019, 16:20:00.000",90112
"February 26th 2019, 16:30:00.000",90767
"February 26th 2019, 16:40:00.000",88898
"February 26th 2019, 16:50:00.000",88853
"February 26th 2019, 17:00:00.000",85456
"February 26th 2019, 17:10:00.000",86034
"February 26th 2019, 17:20:00.000",89346
"February 26th 2019, 17:30:00.000",88590
"February 26th 2019, 17:40:00.000",82596
"February 26th 2019, 17:50:00.000",81581
"February 26th 2019, 18:00:00.000",75455
"February 26th 2019, 18:10:00.000",68952
"February 26th 2019, 18:20:00.000",65273
"February 26th 2019, 18:30:00.000",62324
"February 26th 2019, 18:40:00.000",59467
"February 26th 2019, 18:50:00.000",59149
"February 26th 2019, 19:00:00.000",57504
"February 26th 2019, 19:10:00.000",55769
"February 26th 2019, 19:20:00.000",56790
"February 26th 2019, 19:30:00.000",56163
"February 26th 2019, 19:40:00.000",57107
"February 26th 2019, 19:50:00.000",54995
"February 26th 2019, 20:00:00.000",56771
"February 26th 2019, 20:10:00.000",57451
"February 26th 2019, 20:20:00.000",55784
"February 26th 2019, 20:30:00.000",56097
"February 26th 2019, 20:40:00.000",55040
"February 26th 2019, 20:50:00.000",54602
"February 26th 2019, 21:00:00.000",56442
"February 26th 2019, 21:10:00.000",55186
"February 26th 2019, 21:20:00.000",56347
"February 26th 2019, 21:30:00.000",56500
"February 26th 2019, 21:40:00.000",55277
"February 26th 2019, 21:50:00.000",54768
"February 26th 2019, 22:00:00.000",53279
"February 26th 2019, 22:10:00.000",54706
"February 26th 2019, 22:20:00.000",53919
"February 26th 2019, 22:30:00.000",54580
"February 26th 2019, 22:40:00.000",53693
"February 26th 2019, 22:50:00.000",52815
"February 26th 2019, 23:00:00.000",53082
"February 26th 2019, 23:10:00.000",53995
"February 26th 2019, 23:20:00.000",52332
"February 26th 2019, 23:30:00.000",51996
"February 26th 2019, 23:40:00.000",51753
"February 26th 2019, 23:50:00.000",50695
"February 27th 2019, 00:00:00.000",50740
"February 27th 2019, 00:10:00.000",49844
"February 27th 2019, 00:20:00.000",50511
"February 27th 2019, 00:30:00.000",50366
"February 27th 2019, 00:40:00.000",50459
"February 27th 2019, 00:50:00.000",51167
"February 27th 2019, 01:00:00.000",51573
"February 27th 2019, 01:10:00.000",49475
"February 27th 2019, 01:20:00.000",49331
"February 27th 2019, 01:30:00.000",49008
"February 27th 2019, 01:40:00.000",49677
"February 27th 2019, 01:50:00.000",48643
"February 27th 2019, 02:00:00.000",47361
"February 27th 2019, 02:10:00.000",46694
"February 27th 2019, 02:20:00.000",46463
"February 27th 2019, 02:30:00.000",47159
"February 27th 2019, 02:40:00.000",46989
"February 27th 2019, 02:50:00.000",47643
"February 27th 2019, 03:00:00.000",46477
