,timestamp,value
0,1578787200.0,447624170.0
1,1578787500.0,459366459.0
2,1578787800.0,492837349.0
3,1578788100.0,461349058.0
4,1578788400.0,443302332.0
5,1578788700.0,447341851.0
6,1578789000.0,438537602.0
7,1578789300.0,457511896.0
8,1578789600.0,449741908.0
9,1578789900.0,464043630.0
10,1578790200.0,465226478.0
11,1578790500.0,479978423.0
12,1578790800.0,470493814.0
13,1578791100.0,494185512.0
14,1578791400.0,476333061.0
15,1578791700.0,565496757.0
16,1578792000.0,497564649.0
17,1578792300.0,718318167.0
18,1578792600.0,608624388.0
19,1578792900.0,472548078.0
20,1578793200.0,488121950.0
21,1578793500.0,457434603.0
22,1578793800.0,532272066.0
23,1578794100.0,587888233.0
24,1578794400.0,504968121.0
25,1578794700.0,457884735.0
26,1578795000.0,450096117.0
27,1578795300.0,817862162.0
28,1578795600.0,580166435.0
29,1578795900.0,515595474.0
30,1578796200.0,545236437.0
31,1578796500.0,476823848.0
32,1578796800.0,520148640.0
33,1578797100.0,526416293.0
34,1578797400.0,528426748.0
35,1578797700.0,497098626.0
36,1578798000.0,514778658.0
37,1578798300.0,490135762.0
38,1578798600.0,534388821.0
39,1578798900.0,608893683.0
40,1578799200.0,739250992.0
41,1578799500.0,563063931.0
42,1578799800.0,577021699.0
43,1578800100.0,490210448.0
44,1578800400.0,505073814.0
45,1578800700.0,501537560.0
46,1578801000.0,484887139.0
47,1578801300.0,456680067.0
48,1578801600.0,495862997.0
49,1578801900.0,503375500.0
50,1578802200.0,535332037.0
51,1578802500.0,486492047.0
52,1578802800.0,489577840.0
53,1578803100.0,490808551.0
54,1578803400.0,484713068.0
55,1578803700.0,511081995.0
56,1578804000.0,498313677.0
57,1578804300.0,530248388.0
58,1578804600.0,523322906.0
59,1578804900.0,485628580.0
60,1578805200.0,478654137.0
61,1578805500.0,751257816.0
62,1578805800.0,570981506.0
63,1578806100.0,515289041.0
64,1578806400.0,466010437.0
65,1578806700.0,507013073.0
66,1578807000.0,501069972.0
67,1578807300.0,485924483.0
68,1578807600.0,483274014.0
69,1578807900.0,517183208.0
70,1578808200.0,608111814.0
71,1578808500.0,561815298.0
72,1578808800.0,501904971.0
73,1578809100.0,491373879.0
74,1578809400.0,484984523.0
75,1578809700.0,510704420.0
76,1578810000.0,613415210.0
77,1578810300.0,534713774.0
78,1578810600.0,486631027.0
79,1578810900.0,492348659.0
80,1578811200.0,593074083.0
81,1578811500.0,539699974.0
82,1578811800.0,529232209.0
83,1578812100.0,536671760.0
84,1578812400.0,548206037.0
85,1578812700.0,520997077.0
86,1578813000.0,525281614.0
87,1578813300.0,630501155.0
88,1578813600.0,525303501.0
89,1578813900.0,507477872.0
90,1578814200.0,888253834.0
91,1578814500.0,919916315.0
92,1578814800.0,497002034.0
93,1578815100.0,653132250.0
94,1578815400.0,625449631.0
95,1578815700.0,488519842.0
96,1578816000.0,607534963.0
97,1578816300.0,488346662.0
98,1578816600.0,531898442.0
99,1578816900.0,518930824.0
100,1578817200.0,474921148.0
101,1578817500.0,511449070.0
102,1578817800.0,513888241.0
103,1578818100.0,516858987.0
104,1578818400.0,510311754.0
105,1578818700.0,524215829.0
106,1578819000.0,512232542.0
107,1578819300.0,516902796.0
108,1578819600.0,486238231.0
109,1578819900.0,469278423.0
110,1578820200.0,487308833.0
111,1578820500.0,446189460.0
112,1578820800.0,591132859.0
113,1578821100.0,472041139.0
114,1578821400.0,470710019.0
115,1578821700.0,553065334.0
116,1578822000.0,489124656.0
117,1578822300.0,501541100.0
118,1578822600.0,532614304.0
119,1578822900.0,668417084.0
120,1578823200.0,729704805.0
121,1578823500.0,512119716.0
122,1578823800.0,508126166.0
123,1578824100.0,496187409.0
124,1578824400.0,481797438.0
125,1578824700.0,512422247.0
126,1578825000.0,484232003.0
127,1578825300.0,478905058.0
128,1578825600.0,473650932.0
129,1578825900.0,475480251.0
130,1578826200.0,484205493.0
131,1578826500.0,596519797.0
132,1578826800.0,521305523.0
133,1578827100.0,493720546.0
134,1578827400.0,482802099.0
135,1578827700.0,503036654.0
136,1578828000.0,616070541.0
137,1578828300.0,499286970.0
138,1578828600.0,515743900.0
139,1578828900.0,485867079.0
140,1578829200.0,500936432.0
141,1578829500.0,480241116.0
142,1578829800.0,476256377.0
143,1578830100.0,472203330.0
144,1578830400.0,480282897.0
145,1578830700.0,468630677.0
146,1578831000.0,480746752.0
147,1578831300.0,464616648.0
148,1578831600.0,503942371.0
149,1578831900.0,465105519.0
150,1578832200.0,466140283.0
151,1578832500.0,471544579.0
152,1578832800.0,467972439.0
153,1578833100.0,443377870.0
154,1578833400.0,495506671.0
155,1578833700.0,464795047.0
156,1578834000.0,452320393.0
157,1578834300.0,464794716.0
158,1578834600.0,519062326.0
159,1578834900.0,514214242.0
160,1578835200.0,463425390.0
161,1578835500.0,454848139.0
162,1578835800.0,461915164.0
163,1578836100.0,572247100.0
164,1578836400.0,101367382.0
165,1578836700.0,480309441.0
166,1578837000.0,477355686.0
167,1578837300.0,477314131.0
168,1578837600.0,477680049.0
169,1578837900.0,495727293.0
170,1578838200.0,481303302.0
171,1578838500.0,459636311.0
172,1578838800.0,489292340.0
173,1578839100.0,467646236.0
174,1578839400.0,485668863.0
175,1578839700.0,477292822.0
176,1578840000.0,520860896.0
177,1578840300.0,470284991.0
178,1578840600.0,667390374.0
179,1578840900.0,514779153.0
180,1578841200.0,494289042.0
181,1578841500.0,468170870.0
182,1578841800.0,503127838.0
183,1578842100.0,62144704.0
184,1578842400.0,551658186.0
185,1578842700.0,486098479.0
186,1578843000.0,451734086.0
187,1578843300.0,550746146.0
188,1578843600.0,505401269.0
189,1578843900.0,489633396.0
190,1578844200.0,467610072.0
191,1578844500.0,490992616.0
192,1578844800.0,528503067.0
193,1578845100.0,489532980.0
194,1578845400.0,480094656.0
195,1578845700.0,515322054.0
196,1578846000.0,517083822.0
197,1578846300.0,774200815.0
198,1578846600.0,746958019.0
199,1578846900.0,540409575.0
200,1578847200.0,552927127.0
201,1578847500.0,536300145.0
202,1578847800.0,781650491.0
203,1578848100.0,832839015.0
204,1578848400.0,792060523.0
205,1578848700.0,765891520.0
206,1578849000.0,719397997.0
207,1578849300.0,502736688.0
208,1578849600.0,545521647.0
209,1578849900.0,646319631.0
210,1578850200.0,509697002.0
211,1578850500.0,1018203083.0
212,1578850800.0,612090127.0
213,1578851100.0,632857646.0
214,1578851400.0,601573700.0
215,1578851700.0,738850445.0
216,1578852000.0,510324962.0
217,1578852300.0,577337239.0
218,1578852600.0,723749875.0
219,1578852900.0,1014627614.0
220,1578853200.0,582278448.0
221,1578853500.0,586925173.0
222,1578853800.0,575158360.0
223,1578854100.0,543659132.0
224,1578854400.0,445726453.0
225,1578854700.0,471119418.0
226,1578855000.0,454116306.0
227,1578855300.0,584297559.0
228,1578855600.0,596727820.0
229,1578855900.0,617382319.0
230,1578856200.0,592532720.0
231,1578856500.0,611455086.0
232,1578856800.0,635311809.0
233,1578857100.0,651264863.0
234,1578857400.0,594551747.0
235,1578857700.0,482171738.0
236,1578858000.0,470073539.0
237,1578858300.0,452694477.0
238,1578858600.0,517344903.0
239,1578858900.0,469362494.0
240,1578859200.0,476927284.0
241,1578859500.0,489886113.0
242,1578859800.0,450570502.0
243,1578860100.0,470957008.0
244,1578860400.0,437987843.0
245,1578860700.0,460125591.0
246,1578861000.0,463635692.0
247,1578861300.0,459076164.0
248,1578861600.0,465020892.0
249,1578861900.0,469357503.0
250,1578862200.0,567147621.0
251,1578862500.0,451408155.0
252,1578862800.0,461046586.0
253,1578863100.0,444768579.0
254,1578863400.0,471220492.0
255,1578863700.0,463925202.0
256,1578864000.0,496722130.0
257,1578864300.0,478547320.0
258,1578864600.0,446078655.0
259,1578864900.0,445202272.0
260,1578865200.0,452781489.0
261,1578865500.0,456744879.0
262,1578865800.0,463952285.0
263,1578866100.0,433456981.0
264,1578866400.0,449806792.0
265,1578866700.0,443572970.0
266,1578867000.0,430528801.0
267,1578867300.0,452868868.0
268,1578867600.0,446880267.0
269,1578867900.0,455685550.0
270,1578868200.0,450237090.0
271,1578868500.0,450708379.0
272,1578868800.0,460573340.0
273,1578869100.0,465892250.0
274,1578869400.0,472344635.0
275,1578869700.0,477468039.0
276,1578870000.0,47556671.0
277,1578870300.0,876306304.0
278,1578870600.0,486000052.0
279,1578870900.0,462778890.0
280,1578871200.0,481746728.0
281,1578871500.0,467375348.0
282,1578871800.0,459777911.0
283,1578872100.0,473418638.0
284,1578872400.0,461812854.0
285,1578872700.0,473900457.0
286,1578873000.0,426141778.0
287,1578873300.0,430705582.0
288,1578873600.0,532232091.0
289,1578873900.0,766973833.0
290,1578874200.0,765413437.0
291,1578874500.0,465940217.0
292,1578874800.0,761122921.0
293,1578875100.0,780002804.0
294,1578875400.0,771501056.0
295,1578875700.0,355483188.0
296,1578876000.0,719516031.0
297,1578876300.0,662487274.0
298,1578876600.0,629301074.0
299,1578876900.0,696357611.0
300,1578877200.0,672315869.0
301,1578877500.0,646517045.0
302,1578877800.0,577686398.0
303,1578878100.0,517209464.0
304,1578878400.0,627312718.0
305,1578878700.0,1088356656.0
306,1578879000.0,604752715.0
307,1578879300.0,725036428.0
308,1578879600.0,836673061.0
309,1578879900.0,1620218879.0
310,1578880200.0,791002497.0
311,1578880500.0,844051029.0
312,1578880800.0,852663452.0
313,1578881100.0,936598004.0
314,1578881400.0,1014241178.0
315,1578881700.0,849500274.0
316,1578882000.0,820622705.0
317,1578882300.0,796426826.0
318,1578882600.0,856358079.0
319,1578882900.0,878405979.0
320,1578883200.0,795754372.0
321,1578883500.0,767656868.0
322,1578883800.0,912580640.0
323,1578884100.0,1136520770.0
324,1578884400.0,1272007367.0
325,1578884700.0,906117510.0
326,1578885000.0,992418371.0
327,1578885300.0,1185626915.0
328,1578885600.0,948625513.0
329,1578885900.0,816000977.0
330,1578886200.0,888499417.0
331,1578886500.0,915880003.0
332,1578886800.0,910207677.0
333,1578887100.0,861073205.0
334,1578887400.0,902279494.0
335,1578887700.0,837691402.0
336,1578888000.0,866320384.0
337,1578888300.0,1237409667.0
338,1578888600.0,857821708.0
339,1578888900.0,798322533.0
340,1578889200.0,826530572.0
341,1578889500.0,945929603.0
342,1578889800.0,879571093.0
343,1578890100.0,978597036.0
344,1578890400.0,782100593.0
345,1578890700.0,805072790.0
346,1578891000.0,854666920.0
347,1578891300.0,1002168834.0
348,1578891600.0,665093325.0
349,1578891900.0,684645824.0
350,1578892200.0,686968571.0
351,1578892500.0,631798472.0
352,1578892800.0,575439716.0
353,1578893100.0,626354814.0
354,1578893400.0,591488469.0
355,1578893700.0,622917919.0
356,1578894000.0,551220416.0
357,1578894300.0,608730434.0
358,1578894600.0,551276046.0
359,1578894900.0,571652495.0
360,1578895200.0,571766659.0
361,1578895500.0,575780671.0
362,1578895800.0,614770735.0
363,1578896100.0,764391678.0
364,1578896400.0,678140789.0
365,1578896700.0,677395758.0
366,1578897000.0,634636056.0
367,1578897300.0,640325696.0
368,1578897600.0,703507202.0
369,1578897900.0,682153206.0
370,1578898200.0,756522042.0
371,1578898500.0,862969898.0
372,1578898800.0,751991279.0
373,1578899100.0,813766660.0
374,1578899400.0,664154154.0
375,1578899700.0,730097113.0
376,1578900000.0,734735250.0
377,1578900300.0,823038636.0
378,1578900600.0,773494529.0
379,1578900900.0,834830471.0
380,1578901200.0,900397711.0
381,1578901500.0,749241247.0
382,1578901800.0,689018712.0
383,1578902100.0,766419867.0
384,1578902400.0,823287832.0
385,1578902700.0,883014032.0
386,1578903000.0,676097036.0
387,1578903300.0,843139563.0
388,1578903600.0,809006611.0
389,1578903900.0,831781037.0
390,1578904200.0,864596172.0
391,1578904500.0,744336402.0
392,1578904800.0,760134143.0
393,1578905100.0,917714138.0
394,1578905400.0,736764782.0
395,1578905700.0,721132879.0
396,1578906000.0,699681347.0
397,1578906300.0,704922239.0
398,1578906600.0,689051842.0
399,1578906900.0,1155536491.0
400,1578907200.0,763379661.0
401,1578907500.0,636040068.0
402,1578907800.0,805662895.0
403,1578908100.0,794467294.0
404,1578908400.0,692516245.0
405,1578908700.0,730278069.0
406,1578909000.0,758085209.0
407,1578909300.0,711042066.0
408,1578909600.0,133417258.0
409,1578909900.0,596148296.0
410,1578910200.0,697448825.0
411,1578910500.0,687558563.0
412,1578910800.0,695873466.0
413,1578911100.0,583611690.0
414,1578911400.0,606432096.0
415,1578911700.0,856467162.0
